============================================================
data:
  name: weather
  root_path: data/weather
  data_path: weather.csv
  data_kind: custom
  features: M
  target: OT
  freq: t
  n_vars: 21
model:
  name: metatsf_vglg
  type: vglg
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: vglg
    kernel_size: 31
    rank: 8
    dropout: 0.1
    gate_hidden: 16
    gate_entropy_reg: 0.0
    gate_mode: fixed_1.0
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 96
  batch_size: 32
  num_workers: 4
  train_epochs: 10
  patience: 3
  learning_rate: 0.0001
  loss: mse
  lradj: type1
  weight_decay: 0.0
  gradient_clip: 1.0
  use_amp: true
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2022
device: cuda
project: vglg-tsf
run_name: null
tag: ablation_local_only

============================================================
Loaded data | train=36696 val=5175 test=10444
Built model: metatsf_vglg | params=34,314
  epoch 1 batch 50/1146 loss=0.787053
  epoch 1 batch 100/1146 loss=0.741622
  epoch 1 batch 150/1146 loss=0.695529
  epoch 1 batch 200/1146 loss=0.659759
  epoch 1 batch 250/1146 loss=0.647789
  epoch 1 batch 300/1146 loss=0.629111
  epoch 1 batch 350/1146 loss=0.619781
  epoch 1 batch 400/1146 loss=0.611029
  epoch 1 batch 450/1146 loss=0.598747
  epoch 1 batch 500/1146 loss=0.592408
  epoch 1 batch 550/1146 loss=0.581535
  epoch 1 batch 600/1146 loss=0.573342
  epoch 1 batch 650/1146 loss=0.565683
  epoch 1 batch 700/1146 loss=0.560481
  epoch 1 batch 750/1146 loss=0.557645
  epoch 1 batch 800/1146 loss=0.551928
  epoch 1 batch 850/1146 loss=0.552457
  epoch 1 batch 900/1146 loss=0.548167
  epoch 1 batch 950/1146 loss=0.543132
  epoch 1 batch 1000/1146 loss=0.539812
  epoch 1 batch 1050/1146 loss=0.539524
  epoch 1 batch 1100/1146 loss=0.533705
Epoch 1 | train_loss=0.531984 val_mse=0.427829 val_mae=0.295654 (8.4s)
  Validation improved to 0.427829; saved checkpoint.
  epoch 2 batch 50/1146 loss=0.422285
  epoch 2 batch 100/1146 loss=0.455802
  epoch 2 batch 150/1146 loss=0.442120
  epoch 2 batch 200/1146 loss=0.444976
  epoch 2 batch 250/1146 loss=0.455173
  epoch 2 batch 300/1146 loss=0.448510
  epoch 2 batch 350/1146 loss=0.450719
  epoch 2 batch 400/1146 loss=0.444438
  epoch 2 batch 450/1146 loss=0.442465
  epoch 2 batch 500/1146 loss=0.449769
  epoch 2 batch 550/1146 loss=0.452327
  epoch 2 batch 600/1146 loss=0.448909
  epoch 2 batch 650/1146 loss=0.448664
  epoch 2 batch 700/1146 loss=0.446936
  epoch 2 batch 750/1146 loss=0.445682
  epoch 2 batch 800/1146 loss=0.443915
  epoch 2 batch 850/1146 loss=0.445086
  epoch 2 batch 900/1146 loss=0.443864
  epoch 2 batch 950/1146 loss=0.442614
  epoch 2 batch 1000/1146 loss=0.440349
  epoch 2 batch 1050/1146 loss=0.441633
  epoch 2 batch 1100/1146 loss=0.445603
Epoch 2 | train_loss=0.445100 val_mse=0.411927 val_mae=0.283951 (8.3s)
  Validation improved to 0.411927; saved checkpoint.
  epoch 3 batch 50/1146 loss=0.387696
  epoch 3 batch 100/1146 loss=0.422529
  epoch 3 batch 150/1146 loss=0.418428
