============================================================
data:
  name: ettm2
  root_path: data/ETT-small
  data_path: ETTm2.csv
  data_kind: ETTm
  features: M
  target: OT
  freq: t
  n_vars: 7
model:
  name: metatsf_vglg
  type: vglg
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: vglg
    kernel_size: 31
    rank: 8
    dropout: 0.1
    gate_hidden: 16
    gate_entropy_reg: 0.0
    gate_mode: learned
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 720
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.0001
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: ettm2_metatsf_vglg_h720_wd0p0001_s2021
tag: metatsf_h720_scout

============================================================
Loaded data | train=33745 val=10801 test=10801
Built model: metatsf_vglg | params=110,554
  epoch 1 batch 50/1054 loss=0.598986
  epoch 1 batch 100/1054 loss=0.575698
  epoch 1 batch 150/1054 loss=0.581100
  epoch 1 batch 200/1054 loss=0.589572
  epoch 1 batch 250/1054 loss=0.594475
  epoch 1 batch 300/1054 loss=0.588850
  epoch 1 batch 350/1054 loss=0.589096
  epoch 1 batch 400/1054 loss=0.588697
  epoch 1 batch 450/1054 loss=0.584859
  epoch 1 batch 500/1054 loss=0.581551
  epoch 1 batch 550/1054 loss=0.575110
  epoch 1 batch 600/1054 loss=0.576200
  epoch 1 batch 650/1054 loss=0.575436
  epoch 1 batch 700/1054 loss=0.571135
  epoch 1 batch 750/1054 loss=0.568895
  epoch 1 batch 800/1054 loss=0.567215
  epoch 1 batch 850/1054 loss=0.566500
  epoch 1 batch 900/1054 loss=0.565622
  epoch 1 batch 950/1054 loss=0.563887
  epoch 1 batch 1000/1054 loss=0.563232
  epoch 1 batch 1050/1054 loss=0.562872
Epoch 1 | train_loss=0.562718 val_mse=0.282081 val_mae=0.366061 (26.0s)
  Validation improved to 0.282081; saved checkpoint.
  epoch 2 batch 50/1054 loss=0.515571
  epoch 2 batch 100/1054 loss=0.512789
  epoch 2 batch 150/1054 loss=0.510861
  epoch 2 batch 200/1054 loss=0.513798
  epoch 2 batch 250/1054 loss=0.512817
  epoch 2 batch 300/1054 loss=0.512015
  epoch 2 batch 350/1054 loss=0.508247
  epoch 2 batch 400/1054 loss=0.508281
  epoch 2 batch 450/1054 loss=0.509466
  epoch 2 batch 500/1054 loss=0.515657
  epoch 2 batch 550/1054 loss=0.520353
  epoch 2 batch 600/1054 loss=0.522547
  epoch 2 batch 650/1054 loss=0.522126
  epoch 2 batch 700/1054 loss=0.522219
  epoch 2 batch 750/1054 loss=0.522711
  epoch 2 batch 800/1054 loss=0.519449
  epoch 2 batch 850/1054 loss=0.516260
  epoch 2 batch 900/1054 loss=0.514047
  epoch 2 batch 950/1054 loss=0.513362
  epoch 2 batch 1000/1054 loss=0.512926
  epoch 2 batch 1050/1054 loss=0.511253
Epoch 2 | train_loss=0.511385 val_mse=0.293694 val_mae=0.377679 (25.2s)
  EarlyStopping: 1/8
  epoch 3 batch 50/1054 loss=0.499786
