============================================================
data:
  name: weather
  root_path: data/weather
  data_path: weather.csv
  data_kind: custom
  features: M
  target: OT
  freq: t
  n_vars: 21
model:
  name: metatsf_conv
  type: cnn
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: conv
    kernel_size: 31
    dropout: 0.1
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 336
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.0005
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned3

============================================================
Loaded data | train=36456 val=4935 test=10204
Built model: metatsf_conv | params=61,892
  epoch 1 batch 50/1139 loss=0.692789
  epoch 1 batch 100/1139 loss=0.642557
  epoch 1 batch 150/1139 loss=0.619738
  epoch 1 batch 200/1139 loss=0.604512
  epoch 1 batch 250/1139 loss=0.595584
  epoch 1 batch 300/1139 loss=0.589170
  epoch 1 batch 350/1139 loss=0.587254
  epoch 1 batch 400/1139 loss=0.584483
  epoch 1 batch 450/1139 loss=0.587110
  epoch 1 batch 500/1139 loss=0.587693
  epoch 1 batch 550/1139 loss=0.586256
  epoch 1 batch 600/1139 loss=0.580195
  epoch 1 batch 650/1139 loss=0.578827
  epoch 1 batch 700/1139 loss=0.575284
  epoch 1 batch 750/1139 loss=0.572632
  epoch 1 batch 800/1139 loss=0.572189
  epoch 1 batch 850/1139 loss=0.571795
  epoch 1 batch 900/1139 loss=0.569135
  epoch 1 batch 950/1139 loss=0.569723
  epoch 1 batch 1000/1139 loss=0.569295
  epoch 1 batch 1050/1139 loss=0.566725
  epoch 1 batch 1100/1139 loss=0.565215
Epoch 1 | train_loss=0.563974 val_mse=0.561655 val_mae=0.380917 (17.7s)
  Validation improved to 0.561655; saved checkpoint.
  epoch 2 batch 50/1139 loss=0.536958
  epoch 2 batch 100/1139 loss=0.527429
  epoch 2 batch 150/1139 loss=0.527779
  epoch 2 batch 200/1139 loss=0.532214
  epoch 2 batch 250/1139 loss=0.524829
  epoch 2 batch 300/1139 loss=0.524142
  epoch 2 batch 350/1139 loss=0.528150
  epoch 2 batch 400/1139 loss=0.531944
  epoch 2 batch 450/1139 loss=0.530382
  epoch 2 batch 500/1139 loss=0.530958
  epoch 2 batch 550/1139 loss=0.530765
  epoch 2 batch 600/1139 loss=0.534962
  epoch 2 batch 650/1139 loss=0.531613
  epoch 2 batch 700/1139 loss=0.532035
  epoch 2 batch 750/1139 loss=0.529836
  epoch 2 batch 800/1139 loss=0.531806
  epoch 2 batch 850/1139 loss=0.533213
  epoch 2 batch 900/1139 loss=0.532173
  epoch 2 batch 950/1139 loss=0.530232
  epoch 2 batch 1000/1139 loss=0.529253
  epoch 2 batch 1050/1139 loss=0.527877
  epoch 2 batch 1100/1139 loss=0.527082
Epoch 2 | train_loss=0.526192 val_mse=0.557381 val_mae=0.380350 (17.2s)
  Validation improved to 0.557381; saved checkpoint.
  epoch 3 batch 50/1139 loss=0.494572
  epoch 3 batch 100/1139 loss=0.510661
  epoch 3 batch 150/1139 loss=0.498850
  epoch 3 batch 200/1139 loss=0.503542
  epoch 3 batch 250/1139 loss=0.504513
  epoch 3 batch 300/1139 loss=0.513467
  epoch 3 batch 350/1139 loss=0.507452
  epoch 3 batch 400/1139 loss=0.510959
  epoch 3 batch 450/1139 loss=0.514721
  epoch 3 batch 500/1139 loss=0.517308
  epoch 3 batch 550/1139 loss=0.519479
  epoch 3 batch 600/1139 loss=0.518040
  epoch 3 batch 650/1139 loss=0.519290
