============================================================
data:
  name: traffic
  root_path: data/traffic
  data_path: traffic.csv
  data_kind: custom
  features: M
  target: OT
  freq: h
  n_vars: 862
model:
  name: gru
  type: rnn
  d_model: 128
  e_layers: 2
  dropout: 0.1
  revin: true
  affine: true
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 96
  batch_size: 8
  num_workers: 4
  train_epochs: 10
  patience: 3
  learning_rate: 0.001
  loss: mse
  lradj: type1
  weight_decay: 0.0
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: supp_method_b

============================================================
Loaded data | train=12089 val=1661 test=3413
Built model: gru | params=163,484
  epoch 1 batch 50/1511 loss=0.793353
  epoch 1 batch 100/1511 loss=0.709267
  epoch 1 batch 150/1511 loss=0.668329
  epoch 1 batch 200/1511 loss=0.647300
  epoch 1 batch 250/1511 loss=0.629782
  epoch 1 batch 300/1511 loss=0.619725
  epoch 1 batch 350/1511 loss=0.609551
  epoch 1 batch 400/1511 loss=0.601908
  epoch 1 batch 450/1511 loss=0.595041
  epoch 1 batch 500/1511 loss=0.587518
  epoch 1 batch 550/1511 loss=0.582205
  epoch 1 batch 600/1511 loss=0.575689
  epoch 1 batch 650/1511 loss=0.569972
  epoch 1 batch 700/1511 loss=0.564648
  epoch 1 batch 750/1511 loss=0.559121
  epoch 1 batch 800/1511 loss=0.553522
  epoch 1 batch 850/1511 loss=0.547623
  epoch 1 batch 900/1511 loss=0.542046
  epoch 1 batch 950/1511 loss=0.536843
  epoch 1 batch 1000/1511 loss=0.531109
  epoch 1 batch 1050/1511 loss=0.525545
  epoch 1 batch 1100/1511 loss=0.520557
  epoch 1 batch 1150/1511 loss=0.515559
  epoch 1 batch 1200/1511 loss=0.510185
  epoch 1 batch 1250/1511 loss=0.505542
  epoch 1 batch 1300/1511 loss=0.500911
  epoch 1 batch 1350/1511 loss=0.496452
  epoch 1 batch 1400/1511 loss=0.491855
  epoch 1 batch 1450/1511 loss=0.487682
  epoch 1 batch 1500/1511 loss=0.483755
Epoch 1 | train_loss=0.482918 val_mse=0.545294 val_mae=0.375043 (49.4s)
  Validation improved to 0.545294; saved checkpoint.
  epoch 2 batch 50/1511 loss=0.374516
  epoch 2 batch 100/1511 loss=0.365794
  epoch 2 batch 150/1511 loss=0.360212
  epoch 2 batch 200/1511 loss=0.359788
  epoch 2 batch 250/1511 loss=0.359081
  epoch 2 batch 300/1511 loss=0.359710
  epoch 2 batch 350/1511 loss=0.358064
  epoch 2 batch 400/1511 loss=0.356274
  epoch 2 batch 450/1511 loss=0.355518
  epoch 2 batch 500/1511 loss=0.353682
  epoch 2 batch 550/1511 loss=0.351782
  epoch 2 batch 600/1511 loss=0.350852
  epoch 2 batch 650/1511 loss=0.349593
  epoch 2 batch 700/1511 loss=0.348743
  epoch 2 batch 750/1511 loss=0.347567
  epoch 2 batch 800/1511 loss=0.346714
  epoch 2 batch 850/1511 loss=0.345871
  epoch 2 batch 900/1511 loss=0.344776
  epoch 2 batch 950/1511 loss=0.343922
  epoch 2 batch 1000/1511 loss=0.343450
  epoch 2 batch 1050/1511 loss=0.342645
  epoch 2 batch 1100/1511 loss=0.341689
  epoch 2 batch 1150/1511 loss=0.340819
  epoch 2 batch 1200/1511 loss=0.340093
  epoch 2 batch 1250/1511 loss=0.339132
  epoch 2 batch 1300/1511 loss=0.338386
  epoch 2 batch 1350/1511 loss=0.337912
  epoch 2 batch 1400/1511 loss=0.337111
  epoch 2 batch 1450/1511 loss=0.336693
  epoch 2 batch 1500/1511 loss=0.336263
Epoch 2 | train_loss=0.336149 val_mse=0.505679 val_mae=0.343851 (44.7s)
  Validation improved to 0.505679; saved checkpoint.
  epoch 3 batch 50/1511 loss=0.315270
  epoch 3 batch 100/1511 loss=0.308833
  epoch 3 batch 150/1511 loss=0.308950
  epoch 3 batch 200/1511 loss=0.308791
  epoch 3 batch 250/1511 loss=0.308765
  epoch 3 batch 300/1511 loss=0.308178
  epoch 3 batch 350/1511 loss=0.308363
  epoch 3 batch 400/1511 loss=0.308622
  epoch 3 batch 450/1511 loss=0.308885
  epoch 3 batch 500/1511 loss=0.308644
  epoch 3 batch 550/1511 loss=0.307954
  epoch 3 batch 600/1511 loss=0.308661
  epoch 3 batch 650/1511 loss=0.308216
  epoch 3 batch 700/1511 loss=0.308236
  epoch 3 batch 750/1511 loss=0.308519
  epoch 3 batch 800/1511 loss=0.308486
  epoch 3 batch 850/1511 loss=0.308413
  epoch 3 batch 900/1511 loss=0.308219
  epoch 3 batch 950/1511 loss=0.308005
  epoch 3 batch 1000/1511 loss=0.307687
  epoch 3 batch 1050/1511 loss=0.307451
  epoch 3 batch 1100/1511 loss=0.307135
  epoch 3 batch 1150/1511 loss=0.306682
  epoch 3 batch 1200/1511 loss=0.306359
  epoch 3 batch 1250/1511 loss=0.306248
  epoch 3 batch 1300/1511 loss=0.306220
  epoch 3 batch 1350/1511 loss=0.306090
  epoch 3 batch 1400/1511 loss=0.306031
  epoch 3 batch 1450/1511 loss=0.305954
  epoch 3 batch 1500/1511 loss=0.305857
Epoch 3 | train_loss=0.305779 val_mse=0.476048 val_mae=0.324447 (45.0s)
  Validation improved to 0.476048; saved checkpoint.
  epoch 4 batch 50/1511 loss=0.294993
  epoch 4 batch 100/1511 loss=0.294183
  epoch 4 batch 150/1511 loss=0.295184
  epoch 4 batch 200/1511 loss=0.297086
  epoch 4 batch 250/1511 loss=0.296745
  epoch 4 batch 300/1511 loss=0.296911
  epoch 4 batch 350/1511 loss=0.296842
  epoch 4 batch 400/1511 loss=0.296669
  epoch 4 batch 450/1511 loss=0.296165
  epoch 4 batch 500/1511 loss=0.296270
  epoch 4 batch 550/1511 loss=0.296625
  epoch 4 batch 600/1511 loss=0.296670
  epoch 4 batch 650/1511 loss=0.296473
  epoch 4 batch 700/1511 loss=0.295816
  epoch 4 batch 750/1511 loss=0.295756
  epoch 4 batch 800/1511 loss=0.295986
  epoch 4 batch 850/1511 loss=0.296048
  epoch 4 batch 900/1511 loss=0.295667
  epoch 4 batch 950/1511 loss=0.295662
  epoch 4 batch 1000/1511 loss=0.295950
  epoch 4 batch 1050/1511 loss=0.295528
  epoch 4 batch 1100/1511 loss=0.295512
  epoch 4 batch 1150/1511 loss=0.295496
  epoch 4 batch 1200/1511 loss=0.295858
  epoch 4 batch 1250/1511 loss=0.296035
  epoch 4 batch 1300/1511 loss=0.296227
  epoch 4 batch 1350/1511 loss=0.296162
  epoch 4 batch 1400/1511 loss=0.296180
  epoch 4 batch 1450/1511 loss=0.295839
  epoch 4 batch 1500/1511 loss=0.295715
Epoch 4 | train_loss=0.295659 val_mse=0.469543 val_mae=0.319531 (45.2s)
  Validation improved to 0.469543; saved checkpoint.
  epoch 5 batch 50/1511 loss=0.288899
  epoch 5 batch 100/1511 loss=0.288281
  epoch 5 batch 150/1511 loss=0.288553
  epoch 5 batch 200/1511 loss=0.289957
  epoch 5 batch 250/1511 loss=0.291528
  epoch 5 batch 300/1511 loss=0.291459
  epoch 5 batch 350/1511 loss=0.290538
  epoch 5 batch 400/1511 loss=0.290469
  epoch 5 batch 450/1511 loss=0.290468
  epoch 5 batch 500/1511 loss=0.290344
  epoch 5 batch 550/1511 loss=0.290543
  epoch 5 batch 600/1511 loss=0.289977
  epoch 5 batch 650/1511 loss=0.290202
  epoch 5 batch 700/1511 loss=0.290376
  epoch 5 batch 750/1511 loss=0.290247
  epoch 5 batch 800/1511 loss=0.290064
  epoch 5 batch 850/1511 loss=0.290410
  epoch 5 batch 900/1511 loss=0.290240
  epoch 5 batch 950/1511 loss=0.290455
  epoch 5 batch 1000/1511 loss=0.290142
  epoch 5 batch 1050/1511 loss=0.290087
  epoch 5 batch 1100/1511 loss=0.290135
  epoch 5 batch 1150/1511 loss=0.290126
  epoch 5 batch 1200/1511 loss=0.290259
  epoch 5 batch 1250/1511 loss=0.290258
  epoch 5 batch 1300/1511 loss=0.290277
  epoch 5 batch 1350/1511 loss=0.290341
  epoch 5 batch 1400/1511 loss=0.290408
  epoch 5 batch 1450/1511 loss=0.290388
  epoch 5 batch 1500/1511 loss=0.290485
Epoch 5 | train_loss=0.290496 val_mse=0.466204 val_mae=0.316228 (45.2s)
  Validation improved to 0.466204; saved checkpoint.
  epoch 6 batch 50/1511 loss=0.292528
  epoch 6 batch 100/1511 loss=0.292027
  epoch 6 batch 150/1511 loss=0.289252
  epoch 6 batch 200/1511 loss=0.289945
  epoch 6 batch 250/1511 loss=0.289531
  epoch 6 batch 300/1511 loss=0.290298
  epoch 6 batch 350/1511 loss=0.290442
  epoch 6 batch 400/1511 loss=0.290390
  epoch 6 batch 450/1511 loss=0.290794
  epoch 6 batch 500/1511 loss=0.290591
  epoch 6 batch 550/1511 loss=0.290644
  epoch 6 batch 600/1511 loss=0.290297
  epoch 6 batch 650/1511 loss=0.290014
  epoch 6 batch 700/1511 loss=0.289605
  epoch 6 batch 750/1511 loss=0.289234
  epoch 6 batch 800/1511 loss=0.289321
  epoch 6 batch 850/1511 loss=0.289439
  epoch 6 batch 900/1511 loss=0.289343
  epoch 6 batch 950/1511 loss=0.289008
  epoch 6 batch 1000/1511 loss=0.288923
  epoch 6 batch 1050/1511 loss=0.288929
  epoch 6 batch 1100/1511 loss=0.288741
  epoch 6 batch 1150/1511 loss=0.288511
  epoch 6 batch 1200/1511 loss=0.288506
  epoch 6 batch 1250/1511 loss=0.288451
  epoch 6 batch 1300/1511 loss=0.288275
  epoch 6 batch 1350/1511 loss=0.288209
  epoch 6 batch 1400/1511 loss=0.288132
  epoch 6 batch 1450/1511 loss=0.287981
  epoch 6 batch 1500/1511 loss=0.287872
Epoch 6 | train_loss=0.287815 val_mse=0.464940 val_mae=0.316324 (45.1s)
  Validation improved to 0.464940; saved checkpoint.
  epoch 7 batch 50/1511 loss=0.284641
  epoch 7 batch 100/1511 loss=0.284442
  epoch 7 batch 150/1511 loss=0.286106
  epoch 7 batch 200/1511 loss=0.284160
  epoch 7 batch 250/1511 loss=0.285158
  epoch 7 batch 300/1511 loss=0.285461
  epoch 7 batch 350/1511 loss=0.285503
  epoch 7 batch 400/1511 loss=0.285843
  epoch 7 batch 450/1511 loss=0.286397
  epoch 7 batch 500/1511 loss=0.286444
  epoch 7 batch 550/1511 loss=0.286196
  epoch 7 batch 600/1511 loss=0.286798
  epoch 7 batch 650/1511 loss=0.286980
  epoch 7 batch 700/1511 loss=0.286943
  epoch 7 batch 750/1511 loss=0.286752
  epoch 7 batch 800/1511 loss=0.286542
  epoch 7 batch 850/1511 loss=0.286397
  epoch 7 batch 900/1511 loss=0.286146
  epoch 7 batch 950/1511 loss=0.285820
  epoch 7 batch 1000/1511 loss=0.285949
  epoch 7 batch 1050/1511 loss=0.286243
  epoch 7 batch 1100/1511 loss=0.286263
  epoch 7 batch 1150/1511 loss=0.285965
  epoch 7 batch 1200/1511 loss=0.285832
  epoch 7 batch 1250/1511 loss=0.285932
  epoch 7 batch 1300/1511 loss=0.285809
  epoch 7 batch 1350/1511 loss=0.285958
  epoch 7 batch 1400/1511 loss=0.286156
  epoch 7 batch 1450/1511 loss=0.286179
  epoch 7 batch 1500/1511 loss=0.286312
Epoch 7 | train_loss=0.286391 val_mse=0.460812 val_mae=0.308080 (45.4s)
  Validation improved to 0.460812; saved checkpoint.
  epoch 8 batch 50/1511 loss=0.288726
  epoch 8 batch 100/1511 loss=0.286578
  epoch 8 batch 150/1511 loss=0.286653
  epoch 8 batch 200/1511 loss=0.287761
  epoch 8 batch 250/1511 loss=0.286763
  epoch 8 batch 300/1511 loss=0.286481
  epoch 8 batch 350/1511 loss=0.287183
  epoch 8 batch 400/1511 loss=0.287657
  epoch 8 batch 450/1511 loss=0.287371
  epoch 8 batch 500/1511 loss=0.286953
  epoch 8 batch 550/1511 loss=0.287215
  epoch 8 batch 600/1511 loss=0.286579
  epoch 8 batch 650/1511 loss=0.285904
  epoch 8 batch 700/1511 loss=0.286076
  epoch 8 batch 750/1511 loss=0.285907
  epoch 8 batch 800/1511 loss=0.285773
  epoch 8 batch 850/1511 loss=0.285865
  epoch 8 batch 900/1511 loss=0.285871
  epoch 8 batch 950/1511 loss=0.285727
  epoch 8 batch 1000/1511 loss=0.285819
  epoch 8 batch 1050/1511 loss=0.285834
  epoch 8 batch 1100/1511 loss=0.285749
  epoch 8 batch 1150/1511 loss=0.285657
  epoch 8 batch 1200/1511 loss=0.285708
  epoch 8 batch 1250/1511 loss=0.285814
  epoch 8 batch 1300/1511 loss=0.285724
  epoch 8 batch 1350/1511 loss=0.285876
  epoch 8 batch 1400/1511 loss=0.285820
  epoch 8 batch 1450/1511 loss=0.285758
  epoch 8 batch 1500/1511 loss=0.285723
Epoch 8 | train_loss=0.285671 val_mse=0.460909 val_mae=0.308785 (45.2s)
  EarlyStopping: 1/3
  epoch 9 batch 50/1511 loss=0.283734
  epoch 9 batch 100/1511 loss=0.284325
  epoch 9 batch 150/1511 loss=0.285803
  epoch 9 batch 200/1511 loss=0.284842
  epoch 9 batch 250/1511 loss=0.284495
  epoch 9 batch 300/1511 loss=0.284571
  epoch 9 batch 350/1511 loss=0.284865
  epoch 9 batch 400/1511 loss=0.284435
  epoch 9 batch 450/1511 loss=0.284464
  epoch 9 batch 500/1511 loss=0.284907
  epoch 9 batch 550/1511 loss=0.285236
  epoch 9 batch 600/1511 loss=0.284856
  epoch 9 batch 650/1511 loss=0.284781
  epoch 9 batch 700/1511 loss=0.284921
  epoch 9 batch 750/1511 loss=0.284976
  epoch 9 batch 800/1511 loss=0.284674
  epoch 9 batch 850/1511 loss=0.284767
  epoch 9 batch 900/1511 loss=0.284800
  epoch 9 batch 950/1511 loss=0.284609
  epoch 9 batch 1000/1511 loss=0.284686
  epoch 9 batch 1050/1511 loss=0.284454
  epoch 9 batch 1100/1511 loss=0.284511
  epoch 9 batch 1150/1511 loss=0.284722
  epoch 9 batch 1200/1511 loss=0.284706
  epoch 9 batch 1250/1511 loss=0.285005
  epoch 9 batch 1300/1511 loss=0.285083
  epoch 9 batch 1350/1511 loss=0.285280
  epoch 9 batch 1400/1511 loss=0.285471
  epoch 9 batch 1450/1511 loss=0.285473
  epoch 9 batch 1500/1511 loss=0.285211
Epoch 9 | train_loss=0.285281 val_mse=0.461137 val_mae=0.310031 (45.1s)
  EarlyStopping: 2/3
  epoch 10 batch 50/1511 loss=0.286957
  epoch 10 batch 100/1511 loss=0.285414
  epoch 10 batch 150/1511 loss=0.285854
  epoch 10 batch 200/1511 loss=0.284031
  epoch 10 batch 250/1511 loss=0.284019
  epoch 10 batch 300/1511 loss=0.284791
  epoch 10 batch 350/1511 loss=0.285152
  epoch 10 batch 400/1511 loss=0.285469
  epoch 10 batch 450/1511 loss=0.285215
  epoch 10 batch 500/1511 loss=0.284744
  epoch 10 batch 550/1511 loss=0.285062
  epoch 10 batch 600/1511 loss=0.284718
  epoch 10 batch 650/1511 loss=0.284736
  epoch 10 batch 700/1511 loss=0.284647
  epoch 10 batch 750/1511 loss=0.284733
  epoch 10 batch 800/1511 loss=0.284443
  epoch 10 batch 850/1511 loss=0.284285
  epoch 10 batch 900/1511 loss=0.284442
  epoch 10 batch 950/1511 loss=0.284490
  epoch 10 batch 1000/1511 loss=0.284667
  epoch 10 batch 1050/1511 loss=0.284642
  epoch 10 batch 1100/1511 loss=0.284713
  epoch 10 batch 1150/1511 loss=0.284818
  epoch 10 batch 1200/1511 loss=0.284853
  epoch 10 batch 1250/1511 loss=0.284981
  epoch 10 batch 1300/1511 loss=0.284941
  epoch 10 batch 1350/1511 loss=0.284903
  epoch 10 batch 1400/1511 loss=0.285092
  epoch 10 batch 1450/1511 loss=0.285040
  epoch 10 batch 1500/1511 loss=0.285007
Epoch 10 | train_loss=0.285082 val_mse=0.460738 val_mae=0.309005 (45.3s)
