============================================================
data:
  name: weather
  root_path: data/weather
  data_path: weather.csv
  data_kind: custom
  features: M
  target: OT
  freq: t
  n_vars: 21
model:
  name: metatsf_attn
  type: transformer
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: attn
    n_heads: 4
    dropout: 0.1
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 720
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.001
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned2

============================================================
Loaded data | train=36072 val=4551 test=9820
Built model: metatsf_attn | params=241,256
  epoch 1 batch 50/1127 loss=0.761478
  epoch 1 batch 100/1127 loss=0.721034
  epoch 1 batch 150/1127 loss=0.705399
  epoch 1 batch 200/1127 loss=0.694413
  epoch 1 batch 250/1127 loss=0.690077
  epoch 1 batch 300/1127 loss=0.689269
  epoch 1 batch 350/1127 loss=0.682970
  epoch 1 batch 400/1127 loss=0.677472
  epoch 1 batch 450/1127 loss=0.675205
  epoch 1 batch 500/1127 loss=0.672946
  epoch 1 batch 550/1127 loss=0.672925
  epoch 1 batch 600/1127 loss=0.671108
  epoch 1 batch 650/1127 loss=0.670538
  epoch 1 batch 700/1127 loss=0.667428
  epoch 1 batch 750/1127 loss=0.665104
  epoch 1 batch 800/1127 loss=0.663596
  epoch 1 batch 850/1127 loss=0.663870
  epoch 1 batch 900/1127 loss=0.662642
  epoch 1 batch 950/1127 loss=0.660506
  epoch 1 batch 1000/1127 loss=0.658162
  epoch 1 batch 1050/1127 loss=0.657045
  epoch 1 batch 1100/1127 loss=0.656882
Epoch 1 | train_loss=0.655794 val_mse=0.696622 val_mae=0.465360 (17.1s)
  Validation improved to 0.696622; saved checkpoint.
  epoch 2 batch 50/1127 loss=0.618762
  epoch 2 batch 100/1127 loss=0.622013
  epoch 2 batch 150/1127 loss=0.623038
  epoch 2 batch 200/1127 loss=0.629355
  epoch 2 batch 250/1127 loss=0.630585
  epoch 2 batch 300/1127 loss=0.630999
  epoch 2 batch 350/1127 loss=0.634950
  epoch 2 batch 400/1127 loss=0.633630
  epoch 2 batch 450/1127 loss=0.630715
  epoch 2 batch 500/1127 loss=0.629588
  epoch 2 batch 550/1127 loss=0.629022
  epoch 2 batch 600/1127 loss=0.630768
  epoch 2 batch 650/1127 loss=0.628879
  epoch 2 batch 700/1127 loss=0.627187
  epoch 2 batch 750/1127 loss=0.625845
  epoch 2 batch 800/1127 loss=0.624270
  epoch 2 batch 850/1127 loss=0.623840
  epoch 2 batch 900/1127 loss=0.623997
  epoch 2 batch 950/1127 loss=0.623825
  epoch 2 batch 1000/1127 loss=0.623387
  epoch 2 batch 1050/1127 loss=0.622655
  epoch 2 batch 1100/1127 loss=0.622854
Epoch 2 | train_loss=0.623091 val_mse=0.697869 val_mae=0.468206 (18.0s)
  EarlyStopping: 1/8
  epoch 3 batch 50/1127 loss=0.586793
  epoch 3 batch 100/1127 loss=0.591556
  epoch 3 batch 150/1127 loss=0.604306
  epoch 3 batch 200/1127 loss=0.606373
  epoch 3 batch 250/1127 loss=0.608266
  epoch 3 batch 300/1127 loss=0.607855
  epoch 3 batch 350/1127 loss=0.605669
  epoch 3 batch 400/1127 loss=0.605419
  epoch 3 batch 450/1127 loss=0.606410
  epoch 3 batch 500/1127 loss=0.605135
  epoch 3 batch 550/1127 loss=0.605995
  epoch 3 batch 600/1127 loss=0.606659
  epoch 3 batch 650/1127 loss=0.606606
  epoch 3 batch 700/1127 loss=0.607380
  epoch 3 batch 750/1127 loss=0.609385
  epoch 3 batch 800/1127 loss=0.611114
  epoch 3 batch 850/1127 loss=0.610687
  epoch 3 batch 900/1127 loss=0.610720
  epoch 3 batch 950/1127 loss=0.611449
  epoch 3 batch 1000/1127 loss=0.611656
  epoch 3 batch 1050/1127 loss=0.612068
  epoch 3 batch 1100/1127 loss=0.612396
Epoch 3 | train_loss=0.612693 val_mse=0.696413 val_mae=0.468821 (18.1s)
  Validation improved to 0.696413; saved checkpoint.
  epoch 4 batch 50/1127 loss=0.609220
  epoch 4 batch 100/1127 loss=0.605446
  epoch 4 batch 150/1127 loss=0.604617
  epoch 4 batch 200/1127 loss=0.606533
  epoch 4 batch 250/1127 loss=0.613089
  epoch 4 batch 300/1127 loss=0.611067
  epoch 4 batch 350/1127 loss=0.608918
  epoch 4 batch 400/1127 loss=0.607234
  epoch 4 batch 450/1127 loss=0.607267
  epoch 4 batch 500/1127 loss=0.605452
  epoch 4 batch 550/1127 loss=0.605486
  epoch 4 batch 600/1127 loss=0.604697
  epoch 4 batch 650/1127 loss=0.604816
  epoch 4 batch 700/1127 loss=0.605671
  epoch 4 batch 750/1127 loss=0.606358
  epoch 4 batch 800/1127 loss=0.604833
  epoch 4 batch 850/1127 loss=0.604967
  epoch 4 batch 900/1127 loss=0.606028
  epoch 4 batch 950/1127 loss=0.607275
  epoch 4 batch 1000/1127 loss=0.606631
  epoch 4 batch 1050/1127 loss=0.607848
  epoch 4 batch 1100/1127 loss=0.607319
Epoch 4 | train_loss=0.607458 val_mse=0.698785 val_mae=0.473810 (18.3s)
  EarlyStopping: 1/8
  epoch 5 batch 50/1127 loss=0.597284
  epoch 5 batch 100/1127 loss=0.611206
  epoch 5 batch 150/1127 loss=0.618343
  epoch 5 batch 200/1127 loss=0.616504
  epoch 5 batch 250/1127 loss=0.612034
  epoch 5 batch 300/1127 loss=0.607157
  epoch 5 batch 350/1127 loss=0.606445
  epoch 5 batch 400/1127 loss=0.608042
  epoch 5 batch 450/1127 loss=0.603784
  epoch 5 batch 500/1127 loss=0.604942
  epoch 5 batch 550/1127 loss=0.603198
  epoch 5 batch 600/1127 loss=0.601563
  epoch 5 batch 650/1127 loss=0.602282
  epoch 5 batch 700/1127 loss=0.602132
  epoch 5 batch 750/1127 loss=0.602059
  epoch 5 batch 800/1127 loss=0.602592
  epoch 5 batch 850/1127 loss=0.602588
  epoch 5 batch 900/1127 loss=0.602448
  epoch 5 batch 950/1127 loss=0.601701
  epoch 5 batch 1000/1127 loss=0.602090
  epoch 5 batch 1050/1127 loss=0.601992
  epoch 5 batch 1100/1127 loss=0.602948
Epoch 5 | train_loss=0.603388 val_mse=0.686443 val_mae=0.466311 (18.3s)
  Validation improved to 0.686443; saved checkpoint.
  epoch 6 batch 50/1127 loss=0.622970
  epoch 6 batch 100/1127 loss=0.617190
  epoch 6 batch 150/1127 loss=0.616223
  epoch 6 batch 200/1127 loss=0.608603
  epoch 6 batch 250/1127 loss=0.605591
  epoch 6 batch 300/1127 loss=0.604695
  epoch 6 batch 350/1127 loss=0.608016
  epoch 6 batch 400/1127 loss=0.606100
  epoch 6 batch 450/1127 loss=0.606229
  epoch 6 batch 500/1127 loss=0.605110
  epoch 6 batch 550/1127 loss=0.605087
  epoch 6 batch 600/1127 loss=0.604803
  epoch 6 batch 650/1127 loss=0.602669
  epoch 6 batch 700/1127 loss=0.603385
  epoch 6 batch 750/1127 loss=0.601455
  epoch 6 batch 800/1127 loss=0.600217
  epoch 6 batch 850/1127 loss=0.600019
  epoch 6 batch 900/1127 loss=0.600982
  epoch 6 batch 950/1127 loss=0.600740
  epoch 6 batch 1000/1127 loss=0.600531
  epoch 6 batch 1050/1127 loss=0.600189
  epoch 6 batch 1100/1127 loss=0.599696
Epoch 6 | train_loss=0.599406 val_mse=0.693449 val_mae=0.469079 (18.3s)
  EarlyStopping: 1/8
  epoch 7 batch 50/1127 loss=0.596822
  epoch 7 batch 100/1127 loss=0.594915
  epoch 7 batch 150/1127 loss=0.585221
  epoch 7 batch 200/1127 loss=0.591071
  epoch 7 batch 250/1127 loss=0.587652
  epoch 7 batch 300/1127 loss=0.589721
  epoch 7 batch 350/1127 loss=0.589773
  epoch 7 batch 400/1127 loss=0.589178
  epoch 7 batch 450/1127 loss=0.591619
  epoch 7 batch 500/1127 loss=0.594426
  epoch 7 batch 550/1127 loss=0.594962
  epoch 7 batch 600/1127 loss=0.594460
  epoch 7 batch 650/1127 loss=0.596262
  epoch 7 batch 700/1127 loss=0.595678
  epoch 7 batch 750/1127 loss=0.596484
  epoch 7 batch 800/1127 loss=0.596872
  epoch 7 batch 850/1127 loss=0.596287
  epoch 7 batch 900/1127 loss=0.596102
  epoch 7 batch 950/1127 loss=0.594870
  epoch 7 batch 1000/1127 loss=0.595132
  epoch 7 batch 1050/1127 loss=0.596416
  epoch 7 batch 1100/1127 loss=0.596142
Epoch 7 | train_loss=0.596111 val_mse=0.690660 val_mae=0.466985 (18.1s)
  EarlyStopping: 2/8
  epoch 8 batch 50/1127 loss=0.581186
  epoch 8 batch 100/1127 loss=0.582716
  epoch 8 batch 150/1127 loss=0.588181
  epoch 8 batch 200/1127 loss=0.591558
  epoch 8 batch 250/1127 loss=0.592151
  epoch 8 batch 300/1127 loss=0.593332
  epoch 8 batch 350/1127 loss=0.594211
  epoch 8 batch 400/1127 loss=0.594056
  epoch 8 batch 450/1127 loss=0.593443
