============================================================
data:
  name: weather
  root_path: data/weather
  data_path: weather.csv
  data_kind: custom
  features: M
  target: OT
  freq: t
  n_vars: 21
model:
  name: metatsf_conv
  type: cnn
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: conv
    kernel_size: 31
    dropout: 0.1
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 720
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.001
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned2

============================================================
Loaded data | train=36072 val=4551 test=9820
Built model: metatsf_conv | params=111,428
  epoch 1 batch 50/1127 loss=0.764504
  epoch 1 batch 100/1127 loss=0.736607
  epoch 1 batch 150/1127 loss=0.718135
  epoch 1 batch 200/1127 loss=0.709128
  epoch 1 batch 250/1127 loss=0.699286
  epoch 1 batch 300/1127 loss=0.690497
  epoch 1 batch 350/1127 loss=0.687420
  epoch 1 batch 400/1127 loss=0.682609
  epoch 1 batch 450/1127 loss=0.681044
  epoch 1 batch 500/1127 loss=0.676642
  epoch 1 batch 550/1127 loss=0.676181
  epoch 1 batch 600/1127 loss=0.672695
  epoch 1 batch 650/1127 loss=0.669787
  epoch 1 batch 700/1127 loss=0.666636
  epoch 1 batch 750/1127 loss=0.664374
  epoch 1 batch 800/1127 loss=0.660758
  epoch 1 batch 850/1127 loss=0.659385
  epoch 1 batch 900/1127 loss=0.657239
  epoch 1 batch 950/1127 loss=0.655215
  epoch 1 batch 1000/1127 loss=0.654106
  epoch 1 batch 1050/1127 loss=0.652472
  epoch 1 batch 1100/1127 loss=0.651964
Epoch 1 | train_loss=0.650957 val_mse=0.698954 val_mae=0.467255 (17.5s)
  Validation improved to 0.698954; saved checkpoint.
  epoch 2 batch 50/1127 loss=0.615270
  epoch 2 batch 100/1127 loss=0.620805
  epoch 2 batch 150/1127 loss=0.633160
  epoch 2 batch 200/1127 loss=0.620995
  epoch 2 batch 250/1127 loss=0.620358
  epoch 2 batch 300/1127 loss=0.618913
