============================================================
data:
  name: ettm2
  root_path: data/ETT-small
  data_path: ETTm2.csv
  data_kind: ETTm
  features: M
  target: OT
  freq: t
  n_vars: 7
model:
  name: metatsf_vglg
  type: vglg
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: vglg
    kernel_size: 31
    rank: 8
    dropout: 0.1
    gate_hidden: 16
    gate_entropy_reg: 0.0
    gate_mode: learned
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 336
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.001
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned2

============================================================
Loaded data | train=34129 val=11185 test=11185
Built model: metatsf_vglg | params=61,018
  epoch 1 batch 50/1066 loss=0.472595
  epoch 1 batch 100/1066 loss=0.446259
  epoch 1 batch 150/1066 loss=0.455268
  epoch 1 batch 200/1066 loss=0.457001
  epoch 1 batch 250/1066 loss=0.451110
  epoch 1 batch 300/1066 loss=0.452880
  epoch 1 batch 350/1066 loss=0.446834
  epoch 1 batch 400/1066 loss=0.447005
  epoch 1 batch 450/1066 loss=0.442463
  epoch 1 batch 500/1066 loss=0.437488
  epoch 1 batch 550/1066 loss=0.435353
  epoch 1 batch 600/1066 loss=0.432464
  epoch 1 batch 650/1066 loss=0.433378
  epoch 1 batch 700/1066 loss=0.431621
  epoch 1 batch 750/1066 loss=0.431246
  epoch 1 batch 800/1066 loss=0.431180
  epoch 1 batch 850/1066 loss=0.432217
  epoch 1 batch 900/1066 loss=0.432937
  epoch 1 batch 950/1066 loss=0.430533
  epoch 1 batch 1000/1066 loss=0.428668
  epoch 1 batch 1050/1066 loss=0.426885
Epoch 1 | train_loss=0.426561 val_mse=0.217798 val_mae=0.320929 (26.1s)
  Validation improved to 0.217798; saved checkpoint.
  epoch 2 batch 50/1066 loss=0.406939
  epoch 2 batch 100/1066 loss=0.421287
  epoch 2 batch 150/1066 loss=0.414517
  epoch 2 batch 200/1066 loss=0.411078
  epoch 2 batch 250/1066 loss=0.405717
  epoch 2 batch 300/1066 loss=0.404089
  epoch 2 batch 350/1066 loss=0.402010
  epoch 2 batch 400/1066 loss=0.401039
  epoch 2 batch 450/1066 loss=0.400133
  epoch 2 batch 500/1066 loss=0.397184
  epoch 2 batch 550/1066 loss=0.395209
  epoch 2 batch 600/1066 loss=0.393850
  epoch 2 batch 650/1066 loss=0.390694
  epoch 2 batch 700/1066 loss=0.390699
  epoch 2 batch 750/1066 loss=0.390632
  epoch 2 batch 800/1066 loss=0.389888
  epoch 2 batch 850/1066 loss=0.389477
  epoch 2 batch 900/1066 loss=0.389015
  epoch 2 batch 950/1066 loss=0.387752
  epoch 2 batch 1000/1066 loss=0.388979
  epoch 2 batch 1050/1066 loss=0.387436
Epoch 2 | train_loss=0.387429 val_mse=0.216540 val_mae=0.320512 (24.9s)
  Validation improved to 0.216540; saved checkpoint.
  epoch 3 batch 50/1066 loss=0.352376
  epoch 3 batch 100/1066 loss=0.353053
  epoch 3 batch 150/1066 loss=0.367636
  epoch 3 batch 200/1066 loss=0.369881
  epoch 3 batch 250/1066 loss=0.366189
  epoch 3 batch 300/1066 loss=0.372424
  epoch 3 batch 350/1066 loss=0.376500
  epoch 3 batch 400/1066 loss=0.375505
  epoch 3 batch 450/1066 loss=0.369054
  epoch 3 batch 500/1066 loss=0.367527
  epoch 3 batch 550/1066 loss=0.365504
  epoch 3 batch 600/1066 loss=0.366822
  epoch 3 batch 650/1066 loss=0.367729
