============================================================
data:
  name: weather
  root_path: data/weather
  data_path: weather.csv
  data_kind: custom
  features: M
  target: OT
  freq: t
  n_vars: 21
model:
  name: metatsf_conv
  type: cnn
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: conv
    kernel_size: 31
    dropout: 0.1
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 192
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.001
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned2

============================================================
Loaded data | train=36600 val=5079 test=10348
Built model: metatsf_conv | params=43,316
  epoch 1 batch 50/1143 loss=0.650426
  epoch 1 batch 100/1143 loss=0.602175
  epoch 1 batch 150/1143 loss=0.579125
  epoch 1 batch 200/1143 loss=0.568107
  epoch 1 batch 250/1143 loss=0.553631
  epoch 1 batch 300/1143 loss=0.551914
  epoch 1 batch 350/1143 loss=0.539949
  epoch 1 batch 400/1143 loss=0.531967
  epoch 1 batch 450/1143 loss=0.524744
  epoch 1 batch 500/1143 loss=0.520385
  epoch 1 batch 550/1143 loss=0.515952
  epoch 1 batch 600/1143 loss=0.512403
  epoch 1 batch 650/1143 loss=0.512538
  epoch 1 batch 700/1143 loss=0.512725
  epoch 1 batch 750/1143 loss=0.512841
  epoch 1 batch 800/1143 loss=0.509738
  epoch 1 batch 850/1143 loss=0.507011
  epoch 1 batch 900/1143 loss=0.505341
  epoch 1 batch 950/1143 loss=0.505035
  epoch 1 batch 1000/1143 loss=0.502152
  epoch 1 batch 1050/1143 loss=0.500748
  epoch 1 batch 1100/1143 loss=0.499198
Epoch 1 | train_loss=0.499164 val_mse=0.468869 val_mae=0.318776 (16.3s)
  Validation improved to 0.468869; saved checkpoint.
  epoch 2 batch 50/1143 loss=0.520382
  epoch 2 batch 100/1143 loss=0.490675
  epoch 2 batch 150/1143 loss=0.487898
  epoch 2 batch 200/1143 loss=0.491773
  epoch 2 batch 250/1143 loss=0.491826
  epoch 2 batch 300/1143 loss=0.488114
  epoch 2 batch 350/1143 loss=0.485317
  epoch 2 batch 400/1143 loss=0.477346
  epoch 2 batch 450/1143 loss=0.477289
